NoOfExternalRef,LineOfCode,NoOfSelfRef,NoOfImage,NoOfJS,HasSocialNet,NoOfCSS,HasCopyrightInfo,IsHTTPS,LargestLineLength,HasDescription,DegitRatioInURL,NoOfDegitsInURL,NoOfOtherSpecialCharsInURL,URLLength,label,TLD
0,8.0,0,0,0,0,0,0,0.0,38.0,0,0.0,0.0,1.0,19.0,0,com
0,2.0,0,0,0,0,0,0,0.0,40.0,0,0.0,0.0,2.0,31.0,0,com
2,16.0,0,0,0,0,0,0,1.0,110.0,0,0.0,0.0,3.0,35.0,0,com
0,15.0,0,0,0,0,0,0,0.0,200.0,0,0.0,0.0,2.0,36.0,0,za
0,20.0,0,0,0,0,0,0,0.0,209.0,0,0.0,0.0,2.0,27.0,0,cf
0,2.0,0,0,0,0,0,0,0.0,481.0,0,0.0,0.0,2.0,26.0,0,com
0,20.0,0,0,0,0,0,0,0.0,207.0,0,0.0,0.0,1.0,19.0,0,ga
0,28.0,2,0,0,0,1,0,1.0,88.0,0,0.024,1.0,7.0,42.0,0,gr
0,9.0,0,0,0,0,0,0,0.0,50.0,0,0.0,0.0,2.0,28.0,0,com
0,9.0,0,0,0,0,0,0,1.0,113.0,0,0.140277778,21.0,7.0,104.0,0,link
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.0,0.0,4.0,44.0,0,co
1,2.0,1,0,1,0,0,0,0.0,895.0,0,0.0,0.0,2.0,37.0,0,com
0,49.0,0,0,2,0,0,0,0.0,795.0,0,0.0,0.0,3.0,34.0,0,com
0,3.0,0,0,0,0,0,0,0.0,38.0,0,0.0,0.0,1.0,29.0,0,org
4,241.0,0,0,1,0,6,0,1.0,103353.0,0,0.09375,14.0,7.0,104.0,0,link
0,16.0,0,0,0,0,0,0,0.0,50.0,0,0.0,0.0,2.0,27.0,0,com
0,8.0,0,0,0,0,0,0,0.0,50.0,0,0.04,1.0,2.0,25.0,0,io
1,36.0,0,0,2,0,0,0,1.0,247.0,0,0.053,2.0,3.0,38.0,0,com
0,35.0,0,0,0,0,0,0,0.0,28637.0,1,0.0,0.0,1.0,20.0,0,com
3,108.0,0,0,0,0,0,0,1.0,8125.0,0,0.0,0.0,3.0,51.0,0,com
0,9.0,0,0,0,0,0,0,0.0,50.0,0,0.0,0.0,1.0,17.0,0,tech
0,15.0,0,0,1,0,0,0,0.0,202.0,0,0.0,0.0,5.0,52.0,0,in
1,11.0,1,0,0,0,0,0,0.0,81.0,0,0.0,0.0,1.0,27.0,0,online
0,2.0,0,0,0,0,0,0,0.0,45.0,0,0.079166667,4.0,3.0,35.0,0,icu
1,11.0,0,0,0,0,0,0,0.0,70.0,0,0.130555556,3.0,1.0,16.0,0,at
1,68.0,0,0,0,0,0,0,1.0,80.0,0,0.043,2.0,4.0,46.0,0,com
0,3.0,0,0,0,0,0,0,0.0,82.0,0,0.255555556,7.0,2.0,19.0,0,vip
2,128.0,1,0,3,0,2,0,1.0,2765.0,0,0.0,0.0,6.0,45.0,0,app
0,16.0,0,0,0,0,0,0,0.0,93.0,0,0.0,0.0,2.0,29.0,0,com
0,2.0,0,0,0,0,0,0,1.0,48.0,0,0.0,0.0,2.0,39.0,0,com
0,32.0,0,0,0,0,0,0,1.0,114.0,0,0.0,0.0,6.0,44.0,0,app
0,9.0,0,0,0,0,0,0,0.0,50.0,0,0.05,1.0,1.0,20.0,0,com
0,2.0,0,0,0,0,0,0,0.0,110.0,0,0.084027778,4.0,2.0,33.0,0,biz
0,9.0,0,0,0,0,0,0,0.0,50.0,0,0.0,0.0,1.0,26.0,0,com
0,33.0,0,1,1,0,1,0,1.0,368.0,0,0.0,0.0,5.0,42.0,0,com
7,56.0,0,0,0,0,1,1,0.0,223.0,0,0.0,0.0,2.0,27.0,0,org
1,9.0,1,0,0,0,0,0,0.0,79.0,0,0.0,0.0,1.0,26.0,0,com
0,9.0,0,0,0,0,0,0,0.0,37.0,0,0.099305556,3.0,1.0,21.0,0,com
0,2.0,0,0,0,0,0,0,0.0,31.0,0,0.0,0.0,2.0,22.0,0,com
0,2.0,0,0,0,0,0,0,0.0,25.0,0,0.0,0.0,1.0,16.0,0,ch
0,2.0,0,0,0,0,0,0,0.0,42.0,0,0.0,0.0,3.0,33.0,0,biz
0,12.0,0,0,0,0,0,0,0.0,51.0,0,0.0,0.0,2.0,42.0,0,com
0,9.0,0,0,0,0,0,0,0.0,44.0,0,0.186805556,7.0,2.0,26.0,0,ru
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.0,0.0,4.0,37.0,0,co
3,108.0,0,0,0,0,0,0,1.0,8125.0,0,0.0,0.0,2.0,25.0,0,app
0,2.0,0,0,0,0,0,0,1.0,289.0,0,0.209722222,16.0,3.0,53.0,0,com
1,2.0,0,0,0,0,0,0,1.0,78.0,0,0.105555556,7.0,6.0,46.0,0,dev
1,91.0,1,4,6,0,0,1,1.0,6712.0,1,0.0,0.0,3.0,36.0,0,com
0,2.0,0,0,0,0,0,0,0.0,482.0,0,0.0,0.0,1.0,27.0,0,com
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.302777778,24.0,7.0,55.0,0,co
0,79.0,0,0,6,0,1,1,0.0,102.0,0,0.0,0.0,1.0,20.0,0,top
1,4.0,1,0,0,0,0,0,0.0,59.0,0,0.02,4.0,2.0,20.0,0,com
0,2.0,0,0,0,0,0,0,1.0,95.0,0,0.08,7.0,9.0,87.0,0,net
1,13.0,0,0,0,0,0,0,0.0,244.0,0,0.443055556,30.0,1.0,47.0,0,ws
0,8.0,0,0,0,0,0,0,1.0,138255.0,0,0.085,8.0,5.0,94.0,0,se
7,56.0,0,0,0,0,1,1,0.0,223.0,0,0.067,4.0,8.0,60.0,0,au
1,4.0,1,0,0,0,0,0,0.0,59.0,0,0.146527778,4.0,1.0,19.0,0,com
0,2.0,0,0,0,0,0,0,0.0,33.0,0,0.0,0.0,1.0,24.0,0,ru
1,9.0,1,0,0,0,0,0,0.0,85.0,0,0.0,0.0,1.0,32.0,0,com
2,90.0,2,0,0,0,2,0,1.0,394.0,0,0.0,0.0,4.0,43.0,0,top
0,8.0,0,0,0,0,0,0,0.0,41.0,0,0.0,0.0,2.0,22.0,0,fun
1,68.0,0,0,0,0,0,0,1.0,80.0,0,0.02,6.0,3.0,30.0,0,site
0,2.0,0,0,0,0,0,0,0.0,30.0,0,0.0,0.0,1.0,21.0,0,win
4,271.0,1,19,9,0,3,0,1.0,20203.0,0,0.122222222,6.0,4.0,34.0,0,com
0,9.0,0,0,0,0,0,0,0.0,53.0,0,0.0,0.0,4.0,44.0,0,org
0,2.0,0,0,0,0,0,0,0.0,30.0,0,0.220833333,7.0,1.0,22.0,0,top
1,2.0,1,0,1,0,0,0,0.0,2826.0,0,0.0,0.0,1.0,33.0,0,com
4,271.0,1,19,9,0,3,0,1.0,19648.0,0,0.109722222,6.0,4.0,38.0,0,com
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.239583333,19.0,7.0,55.0,0,co
0,20.0,0,0,0,0,0,0,0.0,207.0,0,0.0,0.0,1.0,19.0,0,cf
0,2.0,0,0,0,0,0,0,1.0,37.0,0,0.0,0.0,5.0,29.0,0,it
1,4.0,1,0,0,0,0,0,0.0,62.0,0,0.133333333,5.0,3.0,26.0,0,co
0,2.0,0,0,0,0,0,0,1.0,116.0,0,0.26875,41.0,10.0,106.0,0,com
0,15.0,0,0,1,0,0,0,1.0,202.0,0,0.0,0.0,4.0,38.0,0,com
0,2.0,0,0,0,0,0,0,0.0,31.0,0,0.0,0.0,1.0,21.0,0,com
1,14.0,0,0,1,0,0,0,0.0,221.0,0,0.0,0.0,1.0,27.0,0,com
1,49.0,0,0,2,0,0,0,0.0,852.0,0,0.0,0.0,4.0,53.0,0,space
3,257.0,0,1,2,0,0,0,1.0,17585.0,0,0.01,10.0,6.0,100.0,0,link
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.0,0.0,3.0,59.0,0,co
0,15.0,0,0,0,0,0,0,1.0,155.0,0,0.0,0.0,3.0,22.0,0,mx
1,43.0,0,3,0,0,0,0,1.0,437.0,0,0.0,0.0,18.0,132.0,0,com
0,9.0,0,0,0,0,0,0,0.0,50.0,0,0.0,0.0,1.0,26.0,0,com
0,231.0,0,1,0,0,0,0,1.0,90.0,0,0.193055556,10.0,7.0,36.0,0,com
0,9.0,0,0,0,0,0,0,0.0,50.0,0,0.0,0.0,1.0,18.0,0,com
0,9.0,1,0,0,0,0,0,1.0,76.0,0,0.099305556,8.0,7.0,56.0,0,com
0,2.0,0,0,0,0,0,0,0.0,31.0,0,0.126388889,4.0,1.0,22.0,0,com
1,9.0,0,0,0,0,0,0,0.0,79.0,0,0.0,0.0,2.0,45.0,0,es
1,4.0,0,0,0,0,0,0,0.0,54.0,0,0.0,0.0,1.0,26.0,0,ca
2,205.0,0,2,10,0,1,0,1.0,203.0,0,0.090972222,11.0,4.0,84.0,0,com
0,2.0,0,0,0,0,0,0,0.0,39.0,0,0.0,0.0,1.0,30.0,0,com
0,12.0,0,0,0,0,0,0,1.0,68.0,0,0.0,0.0,7.0,60.0,0,lat
1,531.0,0,3,1,0,1,0,1.0,21422.0,0,0.02,2.0,7.0,99.0,0,com
0,3.0,0,0,0,0,0,0,1.0,33.0,0,0.0,0.0,3.0,24.0,0,info
0,2.0,0,0,0,0,0,0,0.0,63.0,0,0.018,1.0,6.0,55.0,0,shop
0,19.0,0,0,2,0,1,0,1.0,70.0,0,0.0,0.0,2.0,24.0,0,top
1,7.0,0,0,0,1,0,0,1.0,67.0,0,0.109722222,6.0,6.0,38.0,0,app
1,121.0,0,0,0,0,0,0,1.0,220.0,0,0.0,0.0,5.0,43.0,0,com
0,20.0,0,0,0,0,0,0,0.0,207.0,0,0.0,0.0,1.0,19.0,0,cf
4,271.0,1,19,9,0,3,0,1.0,19589.0,0,0.115972222,6.0,4.0,36.0,0,com
0,16.0,0,0,0,0,0,0,0.0,93.0,0,0.0,0.0,2.0,26.0,0,com
2,10.0,2,1,2,0,1,1,1.0,36995.0,0,0.079166667,19.0,10.0,167.0,0,com
0,2.0,0,0,0,0,0,0,0.0,119.0,0,0.132638889,21.0,11.0,110.0,0,net
2,27.0,0,0,0,0,0,0,0.0,75.0,0,0.0,0.0,1.0,39.0,0,com
0,9.0,0,0,0,0,0,0,0.0,57.0,0,0.0,0.0,1.0,25.0,0,info
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.106944444,8.0,5.0,52.0,0,co
0,2.0,0,0,0,0,0,0,0.0,30.0,0,0.0,0.0,2.0,21.0,0,com
0,2.0,0,0,0,0,0,0,1.0,115.0,0,0.090972222,14.0,6.0,107.0,0,de
0,30.0,0,0,2,0,0,0,1.0,223.0,1,0.071,7.0,7.0,99.0,0,com
0,2.0,0,0,0,0,0,0,0.0,40.0,0,0.0,0.0,2.0,31.0,0,ml
0,2.0,0,0,0,0,0,0,0.0,36.0,0,0.0,0.0,2.0,26.0,0,com
0,103.0,0,14,0,0,1,0,0.0,87.0,0,0.0,0.0,3.0,30.0,0,org
0,35.0,1,0,1,0,1,1,0.0,79.0,0,0.0,0.0,5.0,53.0,0,net
0,2.0,0,0,0,0,0,0,0.0,32.0,0,0.087,2.0,2.0,23.0,0,com
0,9.0,0,0,0,0,0,0,0.0,50.0,0,0.0,0.0,1.0,30.0,0,com
1,68.0,0,0,0,0,0,0,1.0,80.0,0,0.130555556,6.0,3.0,32.0,0,site
0,2.0,0,0,0,0,0,0,0.0,35.0,0,0.074,2.0,1.0,27.0,0,pl
0,12.0,0,0,0,0,0,0,1.0,120.0,0,0.029,1.0,4.0,34.0,0,com
1,212.0,1,1,0,0,0,1,1.0,4070.0,0,0.085416667,10.0,13.0,81.0,0,com
0,9.0,0,1,0,0,0,0,0.0,69.0,0,0.0,0.0,8.0,62.0,0,io
1,95.0,1,0,0,0,2,1,0.0,226.0,1,0.018,1.0,7.0,55.0,0,ch
3,108.0,0,0,0,0,0,0,1.0,8125.0,0,0.086805556,5.0,5.0,40.0,0,com
4,274.0,1,19,9,0,3,0,1.0,19995.0,0,0.126388889,6.0,4.0,33.0,0,com
0,8.0,0,0,0,0,0,0,0.0,49.0,0,0.0,0.0,1.0,18.0,0,cf
3,108.0,0,0,0,0,0,0,1.0,8125.0,0,0.0,0.0,2.0,39.0,0,com
2,90.0,2,0,0,0,2,0,1.0,394.0,0,0.0,0.0,4.0,43.0,0,com
0,2.0,0,0,0,0,0,0,1.0,76.0,0,0.092361111,4.0,4.0,30.0,0,app
2,280.0,0,9,0,0,4,1,1.0,513.0,0,0.115972222,8.0,6.0,48.0,0,jp
0,20.0,0,0,0,0,0,0,0.0,214.0,0,0.0,0.0,2.0,26.0,0,ga
0,2.0,0,0,0,0,0,0,0.0,33.0,0,0.043,1.0,2.0,23.0,0,com
3,40.0,0,1,0,0,0,0,0.0,139.0,0,0.0,0.0,1.0,39.0,0,com
0,20.0,0,0,0,0,0,0,0.0,207.0,0,0.0,0.0,1.0,20.0,0,ml
0,2.0,0,0,0,0,0,0,0.0,37.0,0,0.0,0.0,2.0,27.0,0,us
0,2.0,0,0,1,0,1,0,0.0,537.0,0,0.0,0.0,6.0,45.0,0,cn
0,2.0,0,0,0,0,0,0,1.0,53.0,0,0.0,0.0,5.0,44.0,0,com
0,20.0,0,0,0,0,0,0,0.0,209.0,0,0.0,0.0,1.0,21.0,0,ga
0,2.0,0,0,0,0,0,0,1.0,48.0,0,0.051,2.0,5.0,39.0,0,com
0,51.0,0,3,0,0,0,0,1.0,129.0,0,0.0,0.0,7.0,59.0,0,co
0,2.0,0,0,0,0,0,0,0.0,39.0,0,0.0,0.0,1.0,30.0,0,org
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.021,1.0,7.0,48.0,0,co
3,108.0,0,0,0,0,0,0,1.0,8125.0,0,0.067,3.0,3.0,45.0,0,com
0,2.0,0,0,0,0,0,0,0.0,30.0,0,0.0,0.0,1.0,21.0,0,com
0,9.0,0,0,0,0,0,0,1.0,120.0,0,0.099305556,16.0,6.0,112.0,0,io
0,14.0,2,0,1,0,2,0,1.0,448.0,0,0.083,2.0,2.0,24.0,0,app
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.297916667,24.0,8.0,56.0,0,co
1,2.0,1,0,1,0,0,0,0.0,2826.0,0,0.0,0.0,1.0,29.0,0,com
3,121.0,0,2,1,0,2,0,1.0,197.0,0,0.113194444,8.0,3.0,49.0,0,com
3,108.0,0,0,0,0,0,0,1.0,8125.0,0,0.0,0.0,3.0,31.0,0,app
20,188.0,0,13,0,0,1,1,1.0,14056.0,0,0.073,6.0,4.0,82.0,0,com
0,11.0,0,0,0,0,0,0,1.0,85.0,0,0.05,2.0,4.0,40.0,0,com
0,2.0,0,0,0,0,0,0,1.0,156.0,0,0.113194444,15.0,4.0,92.0,0,com
0,4.0,1,0,0,0,0,0,1.0,86.0,0,0.088194444,9.0,4.0,71.0,0,com
1,65.0,1,1,0,0,0,1,0.0,796.0,0,0.0,0.0,1.0,18.0,0,eu
3,248.0,1,6,5,0,1,1,1.0,60330.0,0,0.0,0.0,4.0,37.0,0,com
0,15.0,0,0,0,0,0,0,0.0,155.0,0,0.0,0.0,1.0,21.0,0,com
1,220.0,0,2,2,0,4,0,0.0,171.0,0,0.161805556,10.0,7.0,43.0,0,128
0,2.0,0,0,0,0,0,0,0.0,34.0,0,0.0,0.0,1.0,24.0,0,com
0,15.0,0,0,0,0,0,0,0.0,155.0,0,0.0,0.0,1.0,27.0,0,com
0,2.0,0,0,0,0,0,0,0.0,31.0,0,0.0,0.0,1.0,21.0,0,com
0,2.0,0,0,0,0,0,0,1.0,148.0,0,0.238888889,21.0,6.0,61.0,0,com
0,9.0,0,0,0,0,0,0,0.0,50.0,0,0.0,0.0,1.0,29.0,0,com
0,16.0,0,0,0,0,0,0,0.0,85.0,0,0.0,0.0,1.0,28.0,0,com
0,179.0,0,0,2,0,0,0,1.0,1349.0,0,0.068,3.0,5.0,44.0,0,dev
1,9.0,0,0,0,0,0,0,0.0,79.0,0,0.0,0.0,1.0,31.0,0,com
0,5.0,0,0,0,0,0,0,1.0,55.0,0,0.0,0.0,4.0,47.0,0,app
0,2.0,0,0,0,0,0,0,0.0,43.0,0,0.0,0.0,3.0,34.0,0,com
0,2.0,0,0,0,0,0,0,0.0,41.0,0,0.0,0.0,1.0,32.0,0,com
2,267.0,0,0,0,0,0,0,0.0,131.0,0,0.025,1.0,6.0,40.0,0,com
0,3.0,0,0,0,0,0,0,0.0,39.0,0,0.0,0.0,3.0,30.0,0,net
0,2.0,0,0,0,0,0,0,0.0,41.0,0,0.0,0.0,1.0,32.0,0,com
1,16.0,0,0,0,0,0,0,0.0,286.0,0,0.0,0.0,1.0,36.0,0,com
0,8.0,0,0,0,0,0,0,0.0,41.0,0,0.0,0.0,2.0,23.0,0,co
0,129.0,3,1,1,0,0,0,1.0,368.0,0,0.0,0.0,2.0,27.0,0,com
0,2.0,0,0,0,0,0,0,0.0,31.0,0,0.0,0.0,1.0,22.0,0,com
0,2.0,0,0,0,0,0,0,1.0,321.0,0,0.079166667,5.0,6.0,44.0,0,net
0,9.0,0,0,0,0,0,0,0.0,42.0,0,0.043,1.0,1.0,23.0,0,net
1,13.0,1,0,0,0,0,0,0.0,99.0,0,0.079,5.0,3.0,63.0,0,com
0,2.0,0,0,0,0,0,0,0.0,42.0,0,0.0,0.0,4.0,34.0,0,com
3,108.0,0,0,0,0,0,0,1.0,8125.0,0,0.071527778,3.0,3.0,29.0,0,app
0,3.0,0,0,0,0,0,0,0.0,162.0,0,0.0,0.0,1.0,25.0,0,online
1,9.0,1,0,0,0,0,0,1.0,100.0,0,0.042,2.0,6.0,48.0,0,com
0,8.0,0,0,0,0,0,0,0.0,49.0,0,0.0,0.0,1.0,28.0,0,cf
0,15.0,0,0,0,0,0,0,0.0,155.0,0,0.078472222,8.0,10.0,71.0,0,in
0,2.0,0,0,0,0,0,0,0.0,41.0,0,0.0,0.0,1.0,32.0,0,com
0,2.0,0,0,0,0,0,0,1.0,197516.0,0,0.061,2.0,2.0,33.0,0,app
0,8.0,0,0,0,0,0,0,0.0,41.0,0,0.0,0.0,2.0,27.0,0,co
11,385.0,0,5,0,1,0,0,1.0,586.0,0,0.11875,6.0,2.0,35.0,0,page
4,271.0,1,19,9,0,3,0,1.0,19942.0,0,0.122222222,6.0,4.0,34.0,0,com
0,2.0,0,0,0,0,0,0,0.0,39.0,0,0.067,2.0,1.0,30.0,0,info
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.031,1.0,3.0,32.0,0,co
1,191.0,0,3,0,0,2,1,0.0,460.0,1,0.0,0.0,2.0,29.0,0,com
3,141.0,0,4,0,0,0,0,1.0,161.0,0,0.023,1.0,5.0,43.0,0,io
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.204166667,20.0,10.0,68.0,0,co
1,142.0,0,1,0,0,3,0,0.0,898.0,0,0.0,0.0,6.0,46.0,0,us
0,36.0,0,0,0,0,0,0,0.0,215.0,0,0.053,4.0,4.0,75.0,0,com
3,108.0,0,0,0,0,0,0,1.0,8125.0,0,0.036,1.0,2.0,28.0,0,app
1,95.0,2,0,0,0,2,0,1.0,394.0,0,0.0,0.0,6.0,55.0,0,ua
0,2.0,0,0,0,0,0,0,0.0,32.0,0,0.0,0.0,1.0,23.0,0,co
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.057,2.0,3.0,35.0,0,co
3,141.0,0,4,0,0,0,0,1.0,161.0,0,0.124305556,12.0,6.0,67.0,0,io
1,11.0,0,0,0,0,0,0,0.0,70.0,0,0.130555556,3.0,1.0,16.0,0,at
0,2.0,0,0,0,0,0,0,0.0,43.0,0,0.0,0.0,1.0,34.0,0,eu
1,8.0,0,1,1,0,1,0,1.0,88837.0,0,0.146527778,24.0,11.0,114.0,0,co
1,182.0,0,3,4,0,3,0,1.0,255.0,1,0.093,8.0,5.0,86.0,0,com
3,108.0,0,0,0,0,0,0,1.0,8125.0,0,0.111805556,5.0,3.0,31.0,0,app
1,105.0,0,6,0,0,1,1,0.0,315.0,0,0.0,0.0,1.0,27.0,0,rs
1,95.0,2,0,0,0,2,0,1.0,394.0,0,0.017,1.0,6.0,60.0,0,pl
3,108.0,0,0,0,0,0,0,1.0,8125.0,0,0.095,4.0,2.0,42.0,0,app
3,108.0,0,0,0,0,0,0,1.0,8125.0,0,0.081,3.0,3.0,37.0,0,app
3,108.0,0,0,0,0,0,0,1.0,8125.0,0,0.03,1.0,4.0,33.0,0,com
2,9.0,0,0,0,0,0,0,0.0,210.0,0,0.0,0.0,2.0,30.0,0,com
0,9.0,0,0,0,0,0,0,0.0,38.0,0,0.0,0.0,2.0,27.0,0,ru
0,2.0,0,0,0,0,0,0,0.0,30.0,0,0.0,0.0,1.0,22.0,0,com
1,2.0,0,0,1,0,1,0,1.0,628.0,0,0.213888889,12.0,2.0,39.0,0,link
1,2.0,1,0,1,0,0,0,0.0,2826.0,0,0.0,0.0,1.0,20.0,0,xyz
0,2.0,0,0,0,0,0,0,1.0,76.0,0,0.0,0.0,6.0,69.0,0,com
0,3.0,0,0,0,0,0,0,0.0,34.0,0,0.0,0.0,3.0,26.0,0,com
0,9.0,0,0,0,0,0,0,0.0,50.0,0,0.0,0.0,2.0,22.0,0,br
0,2.0,0,0,0,0,0,0,0.0,36.0,0,0.0,0.0,2.0,27.0,0,com
0,17.0,0,0,3,0,1,0,1.0,665.0,0,0.0,0.0,2.0,26.0,0,com
0,82.0,0,2,5,0,2,0,0.0,117.0,1,0.0,0.0,2.0,22.0,0,tr
0,2.0,0,0,0,0,0,0,1.0,30.0,0,0.0,0.0,3.0,21.0,0,id
1,9.0,1,0,0,0,0,0,0.0,75.0,0,0.0,0.0,1.0,22.0,0,in
0,2.0,0,0,0,0,0,0,1.0,157.0,0,0.0,0.0,4.0,36.0,0,net
0,2.0,0,0,0,0,0,0,0.0,28.0,0,0.0,0.0,1.0,20.0,0,biz
0,2.0,0,0,0,0,0,0,1.0,795694.0,0,0.085,8.0,5.0,94.0,0,se
0,16.0,0,0,0,0,0,0,0.0,50.0,0,0.0,0.0,1.0,20.0,0,com
1,9.0,1,0,0,0,0,0,0.0,85.0,0,0.0,0.0,2.0,32.0,0,us
0,9.0,0,0,0,0,0,0,1.0,106.0,0,0.061,6.0,6.0,98.0,0,io
3,27.0,1,1,4,0,2,0,1.0,476.0,0,0.079,3.0,5.0,38.0,0,com
0,2.0,0,0,0,0,0,0,0.0,33.0,0,0.0,0.0,1.0,23.0,0,com
1,11.0,1,0,0,0,0,0,0.0,80.0,0,0.028,1.0,3.0,36.0,0,com
1,2.0,0,0,1,0,0,0,0.0,2551.0,0,0.0,0.0,2.0,24.0,0,work
0,2.0,0,0,0,0,0,0,0.0,34.0,0,0.0,0.0,1.0,24.0,0,pl
1,2.0,0,0,0,0,0,1,0.0,6637.0,1,0.0,0.0,2.0,27.0,0,com
0,15.0,0,0,0,0,0,0,0.0,155.0,0,0.0,0.0,1.0,19.0,0,org
0,2.0,0,0,0,0,0,0,0.0,35.0,0,0.0,0.0,1.0,26.0,0,info
1,49.0,0,0,2,0,0,0,0.0,765.0,0,0.0,0.0,2.0,24.0,0,com
1,9.0,1,0,0,0,0,0,0.0,76.0,0,0.0,0.0,1.0,23.0,0,fr
1,13.0,0,0,0,0,0,0,1.0,105.0,0,0.115972222,6.0,4.0,36.0,0,com
0,2.0,0,0,0,0,0,0,1.0,113.0,0,0.086,9.0,7.0,105.0,0,cloud
3,120.0,1,0,0,0,0,0,0.0,143897.0,0,0.0,0.0,3.0,32.0,0,ru
1,36.0,0,0,2,0,1,0,1.0,157.0,0,0.034,2.0,7.0,58.0,0,ink
1,4.0,1,0,0,0,0,0,0.0,61.0,0,0.157638889,5.0,2.0,22.0,0,com
1,2.0,1,0,1,0,0,0,0.0,834.0,0,0.224305556,10.0,3.0,31.0,0,com
4,173.0,1,19,9,0,3,0,1.0,18336.0,0,0.126388889,6.0,3.0,33.0,0,com
2,3.0,0,1,2,0,1,1,1.0,9201.0,0,0.042,2.0,3.0,48.0,0,dev
0,2.0,0,0,0,0,0,0,0.0,33.0,0,0.0,0.0,1.0,24.0,0,com
7,103.0,0,6,1,0,1,0,1.0,83.0,0,0.038,1.0,2.0,26.0,0,net
3,17.0,2,1,0,0,0,0,0.0,371.0,0,0.0,0.0,1.0,23.0,0,com
1,13.0,1,0,0,0,0,0,1.0,163.0,0,0.102777778,4.0,2.0,27.0,0,com
1,2.0,1,0,1,0,0,0,0.0,2826.0,0,0.0,0.0,1.0,24.0,0,com
2,16.0,0,0,0,0,0,0,1.0,110.0,0,0.0,0.0,3.0,30.0,0,app
0,20.0,0,0,0,0,0,0,0.0,207.0,0,0.0,0.0,1.0,20.0,0,cf
1,11.0,1,0,0,0,0,0,0.0,124.0,0,0.0,0.0,1.0,24.0,0,cn
0,183.0,0,10,5,0,4,0,0.0,726.0,0,0.097916667,11.0,6.0,78.0,0,com
1,13.0,1,0,0,0,0,0,0.0,127.0,0,0.189583333,12.0,4.0,44.0,0,site
1,37.0,0,1,0,0,0,0,1.0,248.0,0,0.0,0.0,3.0,26.0,0,app
3,108.0,0,0,0,0,0,0,1.0,8125.0,0,0.106944444,4.0,3.0,26.0,0,app
0,2.0,0,0,0,0,0,0,0.0,34.0,0,0.086805556,3.0,2.0,24.0,0,uk
1,97.0,2,0,0,0,2,0,0.0,394.0,0,0.0,0.0,1.0,22.0,0,mom
0,2.0,0,0,0,0,0,0,1.0,65.0,0,0.0,0.0,6.0,56.0,0,com
2,16.0,0,0,0,0,0,0,1.0,110.0,0,0.0,0.0,3.0,36.0,0,com
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.270138889,21.0,7.0,54.0,0,co
1,2.0,1,0,1,0,0,0,0.0,2826.0,0,0.0,0.0,1.0,30.0,0,fun
6,86.0,4,0,0,0,0,0,1.0,88255.0,1,0.075,9.0,4.0,83.0,0,link
1,13.0,0,0,0,0,0,0,0.0,244.0,0,0.295833333,20.0,1.0,47.0,0,ws
0,10.0,0,0,0,0,0,0,0.0,57.0,0,0.023,1.0,6.0,44.0,0,com
0,8.0,0,0,0,0,0,0,0.0,41.0,0,0.0,0.0,2.0,21.0,0,co
3,416.0,0,2,1,0,3,0,1.0,97263.0,0,0.036,4.0,13.0,112.0,0,com
1,198.0,0,0,7,0,3,0,0.0,123.0,0,0.02,1.0,7.0,49.0,0,com
0,20.0,0,0,0,0,0,0,0.0,213.0,0,0.0,0.0,2.0,26.0,0,ga
0,3.0,0,0,0,0,0,0,0.0,92.0,0,0.0,0.0,2.0,24.0,0,com
0,15.0,0,0,0,0,0,0,0.0,155.0,0,0.0,0.0,2.0,26.0,0,ke
0,2.0,0,0,0,0,0,0,0.0,43.0,0,0.0,0.0,2.0,34.0,0,net
0,6.0,0,0,0,0,0,0,1.0,61.0,0,0.0,0.0,5.0,52.0,0,com
1,9.0,1,0,0,0,0,0,0.0,91.0,0,0.0,0.0,5.0,40.0,0,com
3,314.0,0,0,0,0,0,0,1.0,871.0,0,0.204861111,13.0,4.0,44.0,0,co
0,2.0,0,0,0,0,0,0,0.0,40.0,0,0.0,0.0,2.0,32.0,0,com
0,2.0,0,0,0,0,0,0,1.0,198.0,0,0.053,10.0,16.0,190.0,0,br
0,9.0,0,0,0,0,0,0,0.0,73.0,0,0.198611111,18.0,7.0,63.0,0,top
0,2.0,0,0,0,0,0,0,0.0,37.0,0,0.074305556,3.0,3.0,28.0,0,app
3,108.0,0,0,0,0,0,0,1.0,8125.0,0,0.029,1.0,3.0,35.0,0,com
0,2.0,0,0,0,0,0,0,0.0,34.0,0,0.0,0.0,2.0,26.0,0,com
